Tree,Ortho Groups,Empty-Ortho Groups,Dups,Ind. Dups
5634,1,0,15,9
5635,0,0,0,0
5636,3,2,8,8
5637,1,0,13,9
5638,1,0,10,6
5639,1,0,18,11
5640,1,0,8,5
5641,2,0,9,7
5642,2,1,9,6
5643,1,0,18,15
5644,1,0,10,7
5645,0,0,0,0
5646,1,0,10,6
5647,0,0,0,0
5648,1,0,11,8
5649,1,0,7,4
5650,0,0,0,0
5651,0,0,0,0
5652,1,0,9,6
5653,1,0,5,4
5654,1,0,14,11
5655,1,0,12,7
5656,1,1,0,0
5657,0,0,0,0
5658,0,0,0,0
5659,2,1,4,4
5660,1,0,12,8
5661,1,0,5,3
5662,3,1,6,5
5663,3,0,14,7
5664,1,0,14,8
5665,1,0,11,8
5666,1,0,6,6
5667,1,0,18,9
5668,1,0,10,7
5669,1,0,38,23
5670,1,0,1,1
5671,0,0,0,0
5672,1,0,16,12
5673,2,0,16,12
5674,1,0,10,6
5675,0,0,0,0
5676,0,0,0,0
5677,2,1,12,9
5678,1,0,20,11
5679,1,0,6,3
5680,1,0,18,9
5681,1,0,5,4
5682,2,1,4,3
5683,1,1,0,0
5684,1,0,11,10
5685,0,0,0,0
5686,1,0,15,8
5687,1,0,13,9
5688,1,0,12,8
5689,1,1,0,0
5690,1,0,5,4
5691,0,0,0,0
5692,1,0,10,5
5693,0,0,0,0
5694,2,2,0,0
5695,0,0,0,0
5696,1,0,12,8
5697,1,0,16,12
5698,1,0,18,12
5699,1,0,3,2
5700,1,0,11,5
5701,1,0,20,15
5702,2,1,5,4
5703,1,0,12,9
5704,1,0,4,3
5705,0,0,0,0
5706,1,0,14,7
5707,3,1,5,3
5708,1,0,22,13
5709,1,1,0,0
5710,1,0,13,11
5711,2,1,6,4
5712,1,0,9,6
5713,0,0,0,0
5714,1,0,13,8
5715,0,0,0,0
5716,2,1,12,8
5717,2,1,4,3
5718,1,0,4,4
5719,2,0,3,2
5720,2,0,5,5
5721,1,0,19,13
5722,0,0,0,0
5723,2,0,17,10
5724,1,0,7,7
5725,1,1,0,0
5726,4,4,0,0
5727,1,0,10,7
5728,1,0,9,4
5729,1,1,0,0
5730,0,0,0,0
5731,1,0,8,7
5732,3,2,5,4
5733,1,0,8,6
5734,1,0,7,4
5735,1,1,0,0
5736,1,0,8,6
5737,0,0,0,0
5738,1,0,11,9
5739,0,0,0,0
5740,1,0,11,8
5741,1,1,0,0
5742,0,0,0,0
5743,1,0,29,25
5744,0,0,0,0
5745,1,0,7,5
5746,1,0,12,8
5747,1,1,0,0
5748,1,0,12,9
5749,0,0,0,0
5750,0,0,0,0
5751,1,0,21,16
5752,3,1,16,9
5753,2,1,30,20
5754,1,0,11,8
5755,1,0,11,7
5756,1,0,10,7
5757,1,0,11,8
5758,3,2,13,5
5759,1,0,100,35
5760,1,0,10,9
5761,1,0,3,3
5762,1,0,8,6
5763,1,0,8,3
5764,1,0,10,9
5765,1,0,8,7
5766,0,0,0,0
5767,1,0,5,3
5768,2,0,13,8
5769,0,0,0,0
5770,0,0,0,0
5771,1,0,6,4
5772,2,0,10,9
5773,0,0,0,0
5774,1,1,0,0
5775,1,0,7,4
5776,1,0,13,11
5777,1,0,7,6
5778,1,0,17,10
5779,1,0,13,12
5780,1,0,11,6
5781,4,2,2,2
5782,1,0,13,9
5783,0,0,0,0
5784,1,1,0,0
5785,0,0,0,0
5786,1,0,5,3
5787,1,0,20,15
5788,1,0,5,4
5789,0,0,0,0
5790,3,1,4,3
5791,0,0,0,0
5792,1,0,20,15
5793,2,2,0,0
5794,1,0,25,15
5795,0,0,0,0
5796,1,0,8,7
5797,1,0,16,10
5798,1,0,29,17
5799,1,0,17,9
5800,1,0,14,11
5801,0,0,0,0
5802,0,0,0,0
5803,1,0,17,13
5804,1,0,16,15
5805,1,0,5,4
5806,1,0,12,9
5807,1,0,19,14
5808,2,0,38,30
5809,1,0,10,6
5810,1,0,12,10
5811,1,0,17,9
5812,1,0,17,9
5813,2,0,23,14
5814,1,0,16,12
5815,1,0,9,7
5816,1,0,6,5
5817,1,0,12,8
5818,1,0,6,4
5819,1,0,11,5
5820,0,0,0,0
5821,1,0,8,6
5822,1,0,10,8
5823,1,0,11,8
5824,1,0,8,6
5825,1,1,0,0
5826,0,0,0,0
5827,1,0,11,7
5828,1,0,8,6
5829,2,1,10,7
5830,1,0,7,5
5831,1,0,9,6
5832,0,0,0,0
5833,2,0,6,4
5834,1,0,13,8
5835,1,0,10,7
5836,1,0,5,3
5837,1,0,10,7
5838,1,0,5,3
5839,1,0,45,32
5840,1,0,15,10
5841,1,0,7,5
5842,1,0,6,4
5843,1,0,13,11
5844,0,0,0,0
5845,1,0,22,12
5846,1,1,0,0
5847,1,0,14,9
5848,1,0,1,1
5849,1,0,13,11
5850,1,0,12,10
5851,1,0,11,9
5852,2,1,4,2
5853,2,1,9,7
5854,1,0,19,14
5855,1,0,19,14
5856,0,0,0,0
5857,3,1,54,17
5858,1,0,14,9
5859,0,0,0,0
5860,1,0,17,12
5861,2,1,1,1
5862,1,0,7,5
5863,1,0,106,48
5864,1,0,18,9
5865,1,1,0,0
5866,1,0,14,9
5867,1,0,20,11
5868,1,0,8,7
5869,2,0,22,11
5870,1,0,9,5
5871,1,0,8,6
5872,1,0,2,2
5873,1,0,13,8
5874,1,0,6,5
5875,1,0,2,2
5876,1,0,5,5
5877,1,0,8,6
5878,1,0,16,15
5879,1,0,10,6
5880,1,0,13,8
5881,2,1,12,8
5882,1,0,9,4
5883,1,0,10,7
5884,0,0,0,0
5885,1,0,7,4
5886,1,0,19,12
5887,1,0,10,5
5888,0,0,0,0
5889,0,0,0,0
5890,1,0,16,9
5891,1,0,8,5
5892,2,0,20,10
5893,1,0,23,14
5894,1,0,5,3
5895,1,0,12,8
5896,0,0,0,0
5897,1,0,3,3
5898,1,0,8,5
5899,1,0,16,9
5900,1,0,22,16
5901,1,0,13,7
5902,1,0,9,7
5903,1,1,0,0
5904,1,0,7,6
5905,1,0,9,6
5906,2,1,1,1
5907,0,0,0,0
5908,1,0,8,4
5909,1,0,7,5
5910,1,0,15,12
5911,1,0,6,6
5912,1,0,38,15
5913,1,0,11,6
5914,0,0,0,0
5915,1,1,0,0
5916,1,0,13,10
5917,1,0,7,6
5918,1,0,11,8
5919,2,0,14,9
5920,1,0,14,9
5921,2,1,9,8
5922,1,0,9,5
5923,1,0,5,4
5924,2,2,0,0
5925,1,0,17,14
5926,1,0,23,18
5927,1,0,6,4
5928,1,0,8,4
5929,1,0,9,6
5930,0,0,0,0
5931,1,0,8,6
5932,1,0,7,5
5933,1,0,34,22
5934,0,0,0,0
5935,1,0,25,16
5936,0,0,0,0
5937,0,0,0,0
5938,2,1,5,5
5939,1,0,6,4
5940,2,0,20,13
5941,2,0,30,15
5942,1,0,17,14
5943,1,0,16,11
5944,0,0,0,0
5945,2,1,12,6
5946,2,0,5,3
5947,2,0,17,13
5948,1,0,5,4
5949,1,0,16,12
5950,1,0,8,6
5951,2,0,2,2
5952,1,0,16,12
5953,1,0,10,6
5954,1,0,24,13
5955,0,0,0,0
5956,1,0,10,8
5957,1,0,20,17
5958,1,0,5,3
5959,1,0,11,8
5960,1,0,18,10
5961,1,0,13,8
5962,1,0,5,3
5963,1,0,6,4
5964,0,0,0,0
5965,0,0,0,0
5966,0,0,0,0
5967,1,0,11,6
5968,1,0,8,6
5969,1,0,31,23
5970,1,0,4,3
5971,1,0,23,11
5972,1,0,8,7
5973,1,0,6,6
5974,1,0,11,10
5975,1,0,5,5
5976,1,0,10,5
5977,3,2,1,1
5978,1,0,7,5
5979,2,1,6,5
5980,1,0,97,44
5981,1,0,12,8
5982,2,0,20,20
5983,0,0,0,0
5984,1,0,6,5
5985,0,0,0,0
5986,1,0,17,10
5987,3,2,7,6
5988,2,1,5,4
5989,1,0,7,5
5990,0,0,0,0
5991,2,0,12,5
5992,1,0,17,11
5993,1,1,0,0
5994,1,0,14,12
5995,1,0,4,3
5996,0,0,0,0
5997,1,0,15,9
5998,0,0,0,0
5999,2,1,12,9
6000,2,1,8,7
6001,0,0,0,0
6002,1,0,17,12
6003,1,0,16,12
6004,1,0,59,33
6005,3,1,20,18
6006,0,0,0,0
6007,1,1,0,0
6008,1,0,12,10
6009,1,0,6,5
6010,1,0,8,5
6011,1,0,34,25
6012,0,0,0,0
6013,1,0,10,5
6014,2,1,17,12
6015,1,0,13,10
6016,0,0,0,0
6017,1,0,11,7
6018,1,0,28,18
6019,2,0,15,10
6020,1,0,4,4
6021,0,0,0,0
6022,3,3,0,0
6023,0,0,0,0
6024,1,0,9,5
6025,0,0,0,0
6026,1,0,3,1
6027,2,0,15,10
6028,2,1,8,6
6029,1,0,11,7
6030,1,0,13,8
6031,0,0,0,0
6032,1,0,21,11
6033,0,0,0,0
6034,2,1,5,3
6035,1,0,5,3
6036,0,0,0,0
6037,1,0,1,1
6038,1,0,4,4
6039,2,0,6,4
6040,1,0,22,16
6041,1,0,13,8
6042,1,0,1,1
6043,1,1,0,0
6044,1,0,5,3
6045,1,0,9,8
6046,1,0,13,9
6047,1,0,13,10
6048,1,0,9,8
6049,0,0,0,0
6050,0,0,0,0
6051,2,1,1,1
6052,1,0,18,13
6053,2,1,1,1
6054,1,0,14,11
6055,1,0,18,7
6056,1,0,7,5
6057,1,0,7,4
6058,1,0,6,4
6059,1,0,6,2
6060,0,0,0,0
6061,1,0,2,2
6062,1,0,8,8
6063,1,0,5,3
6064,0,0,0,0
6065,1,0,10,6
6066,1,0,10,8
6067,1,0,3,2
6068,0,0,0,0
6069,1,1,0,0
6070,1,0,7,5
6071,2,1,10,8
6072,1,0,10,5
6073,1,0,7,4
6074,1,0,12,9
6075,1,0,8,6
6076,0,0,0,0
6077,2,0,15,8
6078,1,0,1,1
6079,1,0,12,7
6080,1,0,19,14
6081,1,0,7,5
6082,1,0,17,9
6083,0,0,0,0
6084,1,0,12,8
6085,0,0,0,0
6086,1,0,6,4
6087,1,0,39,22
6088,1,0,14,11
6089,1,0,17,9
6090,1,0,7,6
6091,1,0,18,11
6092,0,0,0,0
6093,1,0,30,14
6094,0,0,0,0
6095,2,0,12,7
6096,2,1,15,10
6097,1,0,8,6
6098,1,0,15,13
6099,1,0,9,6
6100,2,1,9,6
6101,1,0,5,4
6102,1,0,5,3
6103,1,0,16,14
6104,2,0,15,8
6105,2,1,7,4
6106,1,0,10,8
6107,1,0,8,7
6108,1,0,6,5
6109,0,0,0,0
6110,0,0,0,0
6111,1,0,12,8
6112,1,0,1,1
6113,1,0,12,7
6114,1,0,9,8
6115,1,0,8,6
6116,1,0,11,7
6117,1,0,22,15
6118,2,0,11,6
6119,1,0,15,9
6120,1,0,17,10
6121,2,0,4,3
6122,1,0,10,8
6123,1,0,7,6
6124,0,0,0,0
6125,1,0,10,7
6126,1,0,9,7
6127,1,0,10,8
6128,1,0,5,4
6129,1,0,9,7
6130,2,1,9,8
6131,1,0,11,6
6132,2,1,4,3
6133,1,1,0,0
6134,2,0,12,8
6135,1,0,7,6
6136,1,0,23,13
6137,1,0,4,3
6138,1,0,10,6
6139,3,1,4,2
6140,1,0,9,7
6141,1,0,10,7
6142,0,0,0,0
6143,0,0,0,0
6144,1,0,14,9
6145,1,0,14,9
6146,1,0,9,8
6147,1,0,5,4
6148,2,1,1,1
6149,0,0,0,0
6150,1,0,7,5
6151,2,1,11,9
6152,2,1,11,7
6153,3,2,5,3
6154,1,0,11,6
6155,0,0,0,0
6156,1,1,0,0
6157,1,0,9,6
6158,1,0,20,15
6159,1,0,7,6
6160,2,1,1,1
6161,0,0,0,0
6162,1,1,0,0
6163,1,0,11,10
6164,1,0,6,5
6165,1,0,7,5
6166,0,0,0,0
6167,1,0,11,8
6168,1,0,8,5
6169,1,0,7,3
6170,1,0,11,6
6171,1,0,7,5
6172,1,1,0,0
6173,1,0,7,5
6174,2,0,6,5
6175,1,0,11,10
6176,1,0,5,4
6177,2,1,7,6
6178,1,0,5,4
6179,0,0,0,0
6180,2,0,2,2
6181,1,0,10,7
6182,2,1,14,12
6183,1,0,9,6
6184,1,0,19,13
6185,1,0,6,5
6186,0,0,0,0
6187,1,0,14,11
6188,1,0,13,9
6189,2,1,10,8
6190,0,0,0,0
6191,1,0,19,14
6192,0,0,0,0
6193,1,0,5,3
6194,2,0,8,7
6195,2,2,0,0
6196,0,0,0,0
6197,1,1,0,0
6198,2,1,4,3
6199,1,0,5,4
6200,1,0,8,7
6201,1,0,9,6
6202,0,0,0,0
6203,1,0,70,28
6204,1,1,0,0
6205,1,1,0,0
6206,1,0,9,8
6207,0,0,0,0
6208,1,0,32,20
6209,0,0,0,0
6210,1,0,20,11
6211,1,0,9,5
6212,3,1,23,14
6213,1,0,10,7
6214,2,1,5,2
6215,0,0,0,0
6216,1,0,5,3
6217,1,0,7,5
6218,1,0,11,7
6219,1,0,7,6
6220,1,0,5,5
6221,1,0,11,9
6222,1,0,8,6
6223,1,0,8,6
6224,1,0,9,5
6225,1,0,8,4
6226,1,0,13,8
6227,0,0,0,0
6228,1,0,7,6
6229,1,0,8,6
6230,1,0,10,8
6231,1,0,18,14
6232,1,0,11,9
6233,1,0,12,7
6234,1,0,8,6
6235,1,0,11,9
6236,1,0,10,7
6237,1,0,9,6
6238,1,0,11,8
6239,3,1,3,2
6240,1,0,4,2
6241,1,0,11,7
6242,1,0,9,6
6243,1,0,10,7
6244,1,1,0,0
6245,1,0,12,9
6246,0,0,0,0
6247,1,0,9,5
6248,1,0,11,7
6249,1,0,19,15
6250,1,0,11,8
6251,1,0,5,3
6252,1,0,11,7
6253,0,0,0,0
6254,1,0,6,3
6255,0,0,0,0
6256,1,0,14,10
6257,0,0,0,0
6258,1,0,12,7
6259,1,0,6,5
6260,0,0,0,0
6261,0,0,0,0
6262,1,0,3,3
6263,1,0,4,4
6264,0,0,0,0
6265,1,0,7,6
6266,2,1,3,2
6267,1,0,29,18
6268,1,1,0,0
6269,1,0,5,3
6270,1,0,9,7
6271,2,0,12,11
6272,1,1,0,0
6273,1,0,10,5
6274,1,0,10,5
6275,2,2,0,0
6276,1,0,12,10
6277,1,0,10,9
6278,2,1,5,4
6279,1,0,5,5
6280,1,0,9,6
6281,1,0,15,12
6282,1,0,6,5
6283,2,0,3,3
6284,1,0,9,8
6285,1,0,10,8
6286,1,0,8,5
6287,1,0,9,7
6288,1,0,8,5
6289,1,0,21,12
6290,1,0,3,2
6291,2,1,1,1
6292,1,0,9,6
6293,0,0,0,0
6294,1,0,2,2
6295,1,0,3,2
6296,1,0,13,9
6297,1,0,12,10
6298,0,0,0,0
6299,2,0,9,5
6300,0,0,0,0
6301,1,0,12,10
6302,2,1,7,4
6303,1,0,25,16
6304,1,0,6,5
6305,2,1,9,6
6306,1,0,6,4
6307,1,1,0,0
6308,1,1,0,0
6309,1,0,10,7
6310,1,0,7,5
6311,1,0,4,3
6312,1,0,10,7
6313,1,0,17,9
6314,1,1,0,0
6315,0,0,0,0
6316,1,0,3,2
6317,1,0,14,12
6318,2,1,4,4
6319,1,0,13,6
6320,1,0,7,6
6321,1,0,14,8
6322,1,0,10,6
6323,1,0,7,4
6324,1,0,6,4
6325,1,0,24,16
6326,1,0,8,6
6327,1,0,14,12
6328,1,0,13,9
6329,1,0,12,10
6330,1,0,8,7
6331,0,0,0,0
6332,0,0,0,0
6333,1,0,13,12
6334,3,2,6,3
6335,1,0,4,4
6336,1,0,13,8
6337,1,0,19,12
6338,1,0,5,5
6339,1,0,3,3
6340,1,0,13,12
6341,1,0,6,5
6342,1,0,7,7
6343,1,0,8,6
6344,1,0,7,5
6345,1,0,7,5
6346,1,0,7,5
6347,1,0,11,7
6348,1,1,0,0
6349,1,0,1,1
6350,1,0,14,10
6351,1,0,14,10
6352,1,0,13,10
6353,0,0,0,0
6354,1,0,83,33
6355,1,0,8,6
6356,1,0,7,7
6357,1,0,8,5
6358,1,0,12,9
6359,1,0,10,7
6360,1,0,11,9
6361,1,0,9,8
6362,1,0,10,8
6363,2,1,9,3
6364,1,0,15,11
6365,1,0,11,9
6366,2,1,20,13
6367,1,0,1,1
6368,1,0,14,6
6369,1,0,13,11
6370,1,0,9,8
6371,0,0,0,0
6372,0,0,0,0
6373,1,0,7,5
6374,2,1,10,7
6375,1,0,11,6
6376,1,0,5,4
6377,1,0,9,6
6378,0,0,0,0
6379,1,0,9,6
6380,1,0,14,9
6381,1,0,11,7
6382,1,0,6,4
6383,0,0,0,0
6384,1,0,11,8
6385,0,0,0,0
6386,1,0,11,9
6387,0,0,0,0
6388,0,0,0,0
6389,1,0,14,9
6390,1,0,11,8
6391,1,0,5,3
6392,1,0,10,7
6393,1,0,7,4
6394,0,0,0,0
6395,1,0,3,2
6396,0,0,0,0
6397,1,0,15,8
6398,1,0,7,4
6399,1,0,6,4
6400,1,0,11,8
6401,1,0,22,16
6402,1,1,0,0
6403,1,0,5,3
6404,1,0,10,6
6405,1,0,13,9
6406,1,0,7,6
6407,2,1,2,2
6408,0,0,0,0
6409,1,0,8,4
6410,1,0,16,8
6411,1,0,16,11
6412,1,0,7,5
6413,2,1,9,7
6414,1,0,6,4
6415,0,0,0,0
6416,1,0,10,4
6417,2,1,4,3
6418,1,0,14,12
6419,1,0,20,14
6420,1,0,12,8
6421,0,0,0,0
6422,1,0,6,5
6423,0,0,0,0
6424,1,0,3,3
6425,1,0,6,4
6426,1,0,8,5
6427,1,0,18,14
6428,1,1,0,0
6429,1,0,8,6
6430,1,0,12,8
6431,1,0,13,8
6432,1,0,14,8
6433,1,0,14,10
6434,1,1,0,0
6435,1,0,9,5
6436,1,0,8,6
6437,1,0,3,3
6438,1,0,8,7
6439,1,0,9,7
6440,0,0,0,0
6441,1,0,2,2
6442,1,1,0,0
6443,1,0,7,5
6444,1,0,8,7
6445,0,0,0,0
6446,1,0,10,7
6447,1,0,10,7
6448,2,1,8,4
6449,1,0,20,16
6450,1,0,5,4
6451,1,1,0,0
6452,1,0,9,6
6453,1,1,0,0
6454,0,0,0,0
6455,2,2,0,0
6456,1,0,16,12
6457,1,0,4,3
6458,1,0,3,3
6459,0,0,0,0
6460,1,0,7,5
6461,1,0,6,4
6462,1,0,7,6
6463,1,0,6,4
6464,0,0,0,0
6465,0,0,0,0
6466,0,0,0,0
6467,1,0,12,10
6468,1,0,7,5
6469,1,0,7,6
6470,1,0,7,5
6471,0,0,0,0
6472,1,0,24,18
6473,1,0,15,10
6474,1,0,7,4
6475,1,0,6,4
6476,1,0,14,7
6477,1,0,6,5
6478,1,0,9,7
6479,0,0,0,0
6480,1,0,16,11
6481,1,0,3,3
6482,1,0,12,9
6483,1,0,19,16
6484,1,0,1,1
6485,1,1,0,0
6486,2,1,12,10
6487,1,0,6,5
6488,1,0,10,8
6489,1,0,7,5
6490,1,0,6,5
6491,0,0,0,0
6492,1,0,4,4
6493,1,0,10,8
6494,2,0,10,7
6495,1,0,4,3
6496,2,0,6,5
6497,1,0,12,8
6498,1,0,19,11
6499,1,0,10,6
6500,1,0,6,6
6501,1,0,8,7
6502,1,0,11,8
6503,1,0,6,6
6504,3,1,8,4
6505,1,0,13,10
6506,1,0,10,8
6507,1,0,17,8
6508,1,0,10,5
6509,1,0,19,14
6510,1,0,33,19
6511,2,1,18,16
6512,2,1,10,6
6513,1,0,6,4
6514,0,0,0,0
6515,0,0,0,0
6516,1,0,14,11
6517,1,0,2,2
6518,1,0,2,2
6519,1,0,5,3
6520,1,0,16,9
6521,1,0,2,1
6522,1,0,9,7
6523,1,0,2,2
6524,1,0,7,4
6525,1,0,7,5
6526,1,0,6,5
6527,1,0,7,5
6528,1,0,9,5
6529,1,0,2,2
6530,1,0,15,9
6531,1,0,12,9
6532,1,0,6,6
6533,0,0,0,0
6534,1,0,4,4
6535,1,0,8,7
6536,1,0,9,8
6537,1,0,16,9
6538,1,0,8,6
6539,0,0,0,0
6540,0,0,0,0
6541,2,1,13,10
6542,2,0,3,3
6543,1,0,8,5
6544,1,0,5,4
6545,1,0,5,4
6546,1,1,0,0
6547,0,0,0,0
6548,1,0,7,5
6549,0,0,0,0
6550,1,0,12,11
6551,1,0,6,6
6552,1,0,8,7
6553,1,0,11,6
6554,0,0,0,0
6555,1,0,7,6
6556,0,0,0,0
6557,1,0,13,10
6558,0,0,0,0
6559,2,1,19,11
6560,1,0,6,5
6561,1,0,7,5
6562,2,1,9,7
6563,2,1,15,11
6564,2,0,10,8
6565,1,0,9,6
6566,0,0,0,0
6567,0,0,0,0
6568,1,0,3,2
6569,1,0,6,5
6570,1,1,0,0
6571,1,0,10,8
6572,1,0,4,3
6573,1,0,9,8
6574,1,0,12,7
6575,1,0,11,8
6576,0,0,0,0
6577,0,0,0,0
6578,1,0,19,15
6579,1,0,1,1
6580,1,0,7,4
6581,1,0,5,4
6582,1,0,4,2
6583,2,0,12,9
6584,1,0,6,3
6585,1,0,10,8
6586,1,0,9,6
6587,1,0,8,5
6588,1,0,14,9
6589,1,1,0,0
6590,1,1,0,0
6591,1,0,8,6
6592,1,0,22,16
6593,1,0,5,4
6594,1,0,8,6
6595,3,3,0,0
6596,1,0,16,8
6597,2,1,5,3
6598,0,0,0,0
6599,2,0,8,5
6600,1,0,10,6
6601,2,0,10,6
6602,0,0,0,0
6603,2,1,8,6
6604,1,0,36,21
6605,1,0,13,12
6606,0,0,0,0
6607,1,0,7,5
6608,1,0,10,7
6609,1,0,8,7
6610,1,0,5,3
6611,1,0,13,8
6612,1,0,10,7
6613,1,0,15,9
6614,1,0,5,3
6615,1,0,21,12
6616,1,0,6,4
6617,1,0,8,4
6618,0,0,0,0
6619,1,0,5,4
6620,0,0,0,0
6621,1,0,8,6
6622,1,0,7,6
6623,1,1,0,0
6624,1,0,7,6
6625,1,0,3,2
6626,1,0,32,19
6627,3,2,6,4
6628,0,0,0,0
6629,2,1,12,8
6630,1,0,7,6
6631,1,0,14,8
6632,0,0,0,0
6633,1,0,9,4
6634,2,1,7,5
6635,1,0,6,4
6636,1,0,11,7
6637,0,0,0,0
6638,1,0,4,3
6639,2,0,27,18
6640,1,0,14,8
6641,1,0,5,4
6642,1,0,14,10
6643,1,0,6,5
6644,1,0,9,8
6645,1,0,7,4
6646,1,0,6,5
6647,0,0,0,0
6648,1,0,14,10
6649,1,0,10,6
6650,1,0,6,2
6651,0,0,0,0
6652,1,0,7,5
6653,1,0,4,3
6654,0,0,0,0
6655,1,0,7,7
6656,1,0,7,6
6657,2,0,15,7
6658,1,0,7,5
6659,1,1,0,0
6660,2,0,8,8
6661,0,0,0,0
6662,0,0,0,0
6663,1,0,5,3
6664,1,0,4,4
6665,1,1,0,0
6666,0,0,0,0
6667,1,0,4,2
6668,1,0,7,4
6669,1,0,9,7
6670,1,0,13,11
6671,1,0,9,6
6672,1,0,2,2
6673,1,0,5,3
6674,1,0,7,7
6675,1,0,6,5
6676,1,0,12,7
6677,2,0,9,8
6678,1,0,5,4
6679,1,0,18,13
6680,1,0,11,8
6681,0,0,0,0
6682,1,0,8,5
6683,1,0,1,1
6684,1,0,8,6
6685,1,0,12,10
6686,1,0,16,11
6687,1,0,10,4
6688,1,0,3,3
6689,1,0,5,4
6690,1,0,6,4
6691,2,1,14,11
6692,1,0,7,5
6693,1,0,1,1
6694,2,2,0,0
6695,0,0,0,0
6696,1,0,9,7
6697,1,0,5,4
6698,1,0,9,5
6699,1,0,5,3
6700,1,0,4,3
6701,1,0,8,5
6702,1,0,9,7
6703,1,0,6,6
6704,0,0,0,0
6705,0,0,0,0
6706,1,0,4,3
6707,1,0,5,4
6708,1,0,3,3
6709,2,1,11,7
6710,1,0,13,9
6711,0,0,0,0
6712,1,0,1,1
6713,2,0,11,6
6714,2,1,10,5
6715,1,0,12,6
6716,1,0,10,9
6717,0,0,0,0
6718,1,0,8,6
6719,0,0,0,0
6720,1,0,15,12
6721,1,0,8,6
6722,1,0,4,3
6723,1,0,8,8
6724,3,2,3,3
6725,1,0,11,7
6726,1,0,5,4
6727,0,0,0,0
6728,0,0,0,0
6729,1,0,6,5
6730,1,0,9,6
6731,0,0,0,0
6732,1,0,9,7
6733,0,0,0,0
6734,1,0,3,3
6735,1,0,10,7
6736,1,0,20,18
6737,1,0,2,1
6738,1,0,12,6
6739,1,0,11,5
6740,1,0,1,1
6741,0,0,0,0
6742,1,0,11,11
6743,1,0,11,5
6744,1,0,6,5
6745,1,0,9,5
6746,1,0,6,6
6747,1,0,5,4
6748,3,0,6,4
6749,1,0,13,9
6750,1,0,10,7
6751,1,0,4,3
6752,1,0,3,2
6753,1,0,9,7
6754,1,0,6,4
6755,3,2,8,6
6756,1,1,0,0
6757,1,0,2,2
6758,1,0,3,3
6759,1,1,0,0
6760,1,0,6,6
6761,1,0,11,7
6762,1,0,9,8
6763,1,0,6,6
6764,2,1,16,9
6765,1,0,4,3
6766,2,2,0,0
6767,0,0,0,0
6768,1,0,3,2
6769,0,0,0,0
6770,2,1,13,11
6771,1,0,6,4
6772,1,0,8,7
6773,1,0,4,3
6774,1,0,9,8
6775,0,0,0,0
6776,1,0,3,3
6777,1,0,14,10
6778,1,0,13,10
6779,1,0,8,6
6780,1,0,5,4
6781,2,1,10,5
6782,1,0,11,7
6783,1,0,10,7
6784,0,0,0,0
6785,0,0,0,0
6786,1,0,8,6
6787,1,0,6,6
6788,1,0,3,2
6789,1,0,11,9
6790,0,0,0,0
6791,1,0,12,6
6792,1,0,8,6
6793,1,0,3,2
6794,1,0,11,6
6795,1,0,5,5
6796,2,0,9,7
6797,1,0,8,6
6798,0,0,0,0
6799,1,0,13,10
6800,1,0,10,8
6801,1,0,16,8
6802,1,0,11,9
6803,1,0,14,9
6804,1,0,24,15
6805,0,0,0,0
6806,1,0,7,4
6807,0,0,0,0
6808,1,0,10,7
6809,1,0,9,7
6810,1,1,0,0
6811,1,0,2,1
6812,2,1,2,2
6813,1,0,4,4
6814,1,0,6,5
6815,0,0,0,0
6816,1,0,6,6
6817,0,0,0,0
6818,2,1,4,3
6819,1,0,16,14
6820,2,0,12,10
6821,2,2,0,0
6822,1,0,13,11
6823,1,0,13,9
6824,1,0,3,3
6825,1,1,0,0
6826,1,0,13,10
6827,1,0,4,3
6828,1,0,11,4
6829,1,0,5,4
6830,1,0,6,6
6831,1,0,5,4
6832,1,0,7,3
6833,2,2,0,0
6834,1,0,3,3
6835,0,0,0,0
6836,0,0,0,0
6837,0,0,0,0
6838,0,0,0,0
6839,0,0,0,0
6840,1,0,6,5
6841,0,0,0,0
6842,1,0,8,3
6843,1,0,8,7
6844,1,0,20,14
6845,1,0,9,8
6846,1,0,9,8
6847,2,1,2,2
6848,1,0,13,8
6849,0,0,0,0
6850,1,0,23,14
6851,2,1,7,4
6852,1,0,8,6
6853,1,0,12,7
6854,0,0,0,0
6855,0,0,0,0
6856,1,0,12,10
6857,0,0,0,0
6858,0,0,0,0
6859,1,0,1,1
6860,1,0,17,13
6861,1,0,8,6
6862,1,0,12,9
6863,1,1,0,0
6864,0,0,0,0
6865,0,0,0,0
6866,1,0,2,2
6867,0,0,0,0
6868,1,0,2,1
6869,1,0,8,6
6870,1,0,6,5
6871,1,0,5,5
6872,0,0,0,0
6873,1,0,6,5
6874,1,0,10,6
6875,0,0,0,0
6876,1,0,8,6
6877,2,0,7,7
6878,1,0,3,2
6879,1,0,7,4
6880,1,0,2,1
6881,1,0,7,5
6882,2,1,8,4
6883,1,0,6,4
6884,1,0,9,6
6885,2,1,1,1
6886,1,0,9,5
6887,1,0,8,4
6888,1,0,6,5
6889,4,2,3,3
6890,2,2,0,0
6891,1,0,8,5
6892,1,0,11,10
6893,0,0,0,0
6894,1,0,5,4
6895,1,0,4,3
6896,1,0,11,8
6897,1,0,14,8
6898,1,0,9,6
6899,1,0,12,8
6900,1,0,3,2
6901,0,0,0,0
6902,2,1,5,4
